t=     0s {'MemAvailable': 16.49, 'MemFree': 7.64, 'Cached': 8.38, 'Shmem': 0.05, 'AnonPages': 4.96, 'Mapped': 1.03} top=[(3.4, 'VLLM::EngineCor'), (1.72, 'python3'), (0.52, 'claude'), (0.25, 'codex')] gpu=[N/A], 0 %
t=    71s {'MemAvailable': 14.53, 'MemFree': 5.67, 'Cached': 8.38, 'Shmem': 0.05, 'AnonPages': 5.11, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=    76s {'MemAvailable': 14.52, 'MemFree': 5.66, 'Cached': 8.38, 'Shmem': 0.05, 'AnonPages': 5.11, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=    81s {'MemAvailable': 14.53, 'MemFree': 5.7, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=    86s {'MemAvailable': 14.54, 'MemFree': 5.7, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=    91s {'MemAvailable': 14.53, 'MemFree': 5.69, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=    96s {'MemAvailable': 14.53, 'MemFree': 5.69, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   101s {'MemAvailable': 14.53, 'MemFree': 5.69, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   106s {'MemAvailable': 14.54, 'MemFree': 5.7, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   111s {'MemAvailable': 14.53, 'MemFree': 5.69, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   116s {'MemAvailable': 14.52, 'MemFree': 5.68, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.84, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
slot0 usage {'prompt_tokens': 250128, 'total_tokens': 250176, 'completion_tokens': 48, 'completion_tokens_details': {'reasoning_tokens': 48}} wall=121s
t=   121s {'MemAvailable': 14.55, 'MemFree': 5.71, 'Cached': 8.36, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   126s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.49, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   131s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.49, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   136s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.49, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   141s {'MemAvailable': 14.56, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.49, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   146s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   152s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   157s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   162s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   167s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   172s {'MemAvailable': 14.58, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   177s {'MemAvailable': 14.58, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   182s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   187s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   192s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   197s {'MemAvailable': 14.58, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   202s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   207s {'MemAvailable': 14.58, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   212s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   217s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   222s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   227s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   232s {'MemAvailable': 14.59, 'MemFree': 5.75, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   237s {'MemAvailable': 14.59, 'MemFree': 5.75, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   242s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   248s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   253s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   258s {'MemAvailable': 14.58, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   263s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   268s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   273s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   278s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   283s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   288s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   293s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   298s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   303s {'MemAvailable': 14.56, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   308s {'MemAvailable': 14.57, 'MemFree': 5.72, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   313s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   318s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   323s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   328s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   333s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   339s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   344s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   349s {'MemAvailable': 14.6, 'MemFree': 5.75, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   354s {'MemAvailable': 14.59, 'MemFree': 5.75, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   359s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   364s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   369s {'MemAvailable': 14.59, 'MemFree': 5.75, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=   374s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=   379s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   384s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   389s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.47, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   394s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   399s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   404s {'MemAvailable': 14.59, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   409s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   414s {'MemAvailable': 14.58, 'MemFree': 5.73, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   419s {'MemAvailable': 14.58, 'MemFree': 5.74, 'Cached': 8.37, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.48, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   424s {'MemAvailable': 14.57, 'MemFree': 5.71, 'Cached': 8.38, 'Shmem': 0.05, 'AnonPages': 5.08, 'Mapped': 1.02} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.5, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   430s {'MemAvailable': 14.55, 'MemFree': 5.69, 'Cached': 8.38, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.02} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   435s {'MemAvailable': 14.56, 'MemFree': 5.68, 'Cached': 8.4, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.52, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   440s {'MemAvailable': 14.55, 'MemFree': 5.59, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.52, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   445s {'MemAvailable': 14.54, 'MemFree': 5.58, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.53, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   450s {'MemAvailable': 14.54, 'MemFree': 5.58, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.1, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.53, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
t=   455s {'MemAvailable': 14.56, 'MemFree': 5.59, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   460s {'MemAvailable': 14.56, 'MemFree': 5.59, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.51, 'claude'), (0.26, 'codex')] gpu=[N/A], 95 %
t=   465s {'MemAvailable': 14.56, 'MemFree': 5.6, 'Cached': 8.48, 'Shmem': 0.05, 'AnonPages': 5.09, 'Mapped': 1.03} top=[(3.43, 'VLLM::EngineCor'), (1.81, 'python3'), (0.52, 'claude'), (0.26, 'codex')] gpu=[N/A], 96 %
